ID,Name,Team,Pos,Price,18_pts_no_prob,18_prob,18_with_prob,19_pts_no_prob,19_prob,19_with_prob,20_pts_no_prob,20_prob,20_with_prob,21_pts_no_prob,21_prob,21_with_prob,22_pts_no_prob,22_prob,22_with_prob,23_pts_no_prob,23_prob,23_with_prob,24_pts_no_prob,24_prob,24_with_prob,25_pts_no_prob,25_prob,25_with_prob
673,Fitzgerald,MUN,MID,4.5,1.89349,0.02456,0.04651,1.82722,0.02456,0.04488,1.6315,0.02456,0.04007,1.87704,0.02456,0.0461,1.78318,0.02456,0.0438,1.77538,0.02456,0.04361,1.84283,0.02456,0.04526,1.86281,0.02456,0.04575
674,Maghoma,BRE,MID,4.5,1.58832,0.53145,0.84411,1.49233,0.53145,0.79309,1.85309,0.53145,0.98482,1.51406,0.53145,0.80465,1.5193,0.53145,0.80743,1.66274,0.53145,0.88366,1.58225,0.53145,0.84088,1.68122,0.53145,0.89348
675,Wilson-Esbrand,MCI,DEF,4,1.92831,0.03126,0.06027,2.15562,0.03126,0.06738,2.07196,0.03126,0.06476,2.4779,0.03126,0.07745,2.00025,0.03126,0.06252,2.1596,0.03126,0.0675,2.46696,0.03126,0.07711,2.15375,0.03126,0.06732
676,Marsh,CRY,FWD,4.5,1.49997,0.03039,0.04559,1.71758,0.03039,0.0522,1.36882,0.03039,0.0416,1.79342,0.03039,0.05451,1.6733,0.03039,0.05086,1.63701,0.03039,0.04975,1.57157,0.03039,0.04776,1.68317,0.03039,0.05116
677,Scarles,WHU,DEF,4,2.10417,0.3813,0.80232,2.16686,0.3813,0.82622,2.49674,0.3813,0.952,1.97454,0.3813,0.75289,1.9698,0.3813,0.75108,2.37738,0.3813,0.90649,2.40703,0.3813,0.9178,1.9816,0.3813,0.75558
678,Bates,EVE,MID,4.5,1.68845,0.05567,0.094,1.88352,0.05567,0.10486,1.73272,0.05567,0.09647,1.80194,0.05567,0.10032,1.78485,0.05567,0.09937,1.78025,0.05567,0.09911,2.02605,0.05567,0.1128,1.86,0.05567,0.10355
679,Broggio,AVL,MID,4.5,1.74291,0.04573,0.0797,1.79077,0.04573,0.08188,2.02254,0.04573,0.09248,1.78774,0.04573,0.08175,1.59264,0.04573,0.07282,1.89138,0.04573,0.08648,1.9027,0.04573,0.087,1.81702,0.04573,0.08308
680,Kinsey,BOU,DEF,4,2.01767,0.00045,0.00091,2.23353,0.00045,0.00101,1.93241,0.00045,0.00087,2.44736,0.00045,0.00111,2.4479,0.00045,0.00111,2.04928,0.00045,0.00093,2.21156,0.00045,0.001,2.14606,0.00045,0.00097
681,McConville,BHA,DEF,4,2.03658,0.05528,0.11259,2.41642,0.05528,0.13359,2.13888,0.05528,0.11824,2.00445,0.05528,0.11081,2.27863,0.05528,0.12597,1.93916,0.05528,0.1072,2.15543,0.05528,0.11916,2.16789,0.05528,0.11985
682,Edozie,WOL,MID,4.5,1.7617,0.05181,0.09128,1.86258,0.05181,0.0965,1.88614,0.05181,0.09772,1.73713,0.05181,0.09,1.71019,0.05181,0.08861,1.67597,0.05181,0.08683,1.80484,0.05181,0.09351,1.63138,0.05181,0.08452
683,Olusesi,TOT,MID,4.5,1.75006,0.04244,0.07428,1.88731,0.04244,0.0801,1.83754,0.04244,0.07799,1.59051,0.04244,0.06751,1.78523,0.04244,0.07577,2.02605,0.04244,0.08599,1.82713,0.04244,0.07755,1.75942,0.04244,0.07468
684,Hardy,TOT,DEF,4,2.15702,0.05074,0.10945,2.09101,0.05074,0.10611,2.15741,0.05074,0.10947,2.47051,0.05074,0.12536,2.06813,0.05074,0.10494,2.13112,0.05074,0.10814,2.48349,0.05074,0.12602,1.98758,0.05074,0.10086
685,Slater,BHA,DEF,4,2.0406,0.0754,0.15386,2.42126,0.0754,0.18256,2.14161,0.0754,0.16147,2.01059,0.0754,0.1516,2.28418,0.0754,0.17222,1.94326,0.0754,0.14652,2.16068,0.0754,0.16291,2.17107,0.0754,0.1637
686,Mayers,WHU,DEF,4,2.15439,0.07963,0.17154,2.21468,0.07963,0.17635,2.54113,0.07963,0.20234,2.0253,0.07963,0.16127,2.02164,0.07963,0.16097,2.42297,0.07963,0.19293,2.45215,0.07963,0.19525,2.0342,0.07963,0.16197
687,Winterburn,BOU,MID,4.5,1.85663,0.0711,0.132,1.78025,0.0711,0.12657,1.88273,0.0711,0.13386,1.71465,0.0711,0.12191,1.7413,0.0711,0.1238,1.88876,0.0711,0.13429,1.72385,0.0711,0.12256,2.07411,0.0711,0.14747
688,Nyoni,LIV,MID,4.5,2.03816,8.0E-5,0.00017,1.89067,8.0E-5,0.00015,1.76635,8.0E-5,0.00014,1.75655,8.0E-5,0.00014,1.83575,8.0E-5,0.00015,1.82909,8.0E-5,0.00015,1.73885,8.0E-5,0.00014,1.89695,8.0E-5,0.00016
689,Williams-Barnett,TOT,MID,4.5,1.75497,0.05652,0.09918,1.89061,0.05652,0.10685,1.84039,0.05652,0.10401,1.59358,0.05652,0.09006,1.78886,0.05652,0.1011,2.03019,0.05652,0.11474,1.83365,0.05652,0.10363,1.76179,0.05652,0.09957
690,Amissah,FUL,DEF,4,2.45215,0.07344,0.18008,2.11527,0.07344,0.15534,2.01449,0.07344,0.14794,2.28074,0.07344,0.1675,2.16908,0.07344,0.1593,1.99121,0.07344,0.14623,2.45276,0.07344,0.18013,2.0534,0.07344,0.1508
691,Kukonki,MUN,DEF,4,2.23816,0.08775,0.19641,2.17081,0.08775,0.1905,2.46091,0.08775,0.21595,1.9048,0.08775,0.16715,2.04882,0.08775,0.17979,2.24286,0.08775,0.19682,2.03177,0.08775,0.17829,2.54965,0.08775,0.22374
692,Nallo,LIV,DEF,4,2.16117,0.00506,0.01093,2.28935,0.00506,0.01158,2.00999,0.00506,0.01017,2.16995,0.00506,0.01097,2.49709,0.00506,0.01263,2.03519,0.00506,0.01029,2.19999,0.00506,0.01113,2.11684,0.00506,0.01071
693,O'Brien-Whitmarsh,SOU,MID,4.5,1.90438,0.1121,0.21347,1.8675,0.1121,0.20934,1.89042,0.1121,0.21191,1.8149,0.1121,0.20344,1.75655,0.1121,0.1969,1.84588,0.1121,0.20691,1.79631,0.1121,0.20136,1.8803,0.1121,0.21077
694,Cartwright,LEI,MID,4.5,1.6422,0.22057,0.36222,1.71956,0.22057,0.37928,1.7459,0.22057,0.38509,1.8667,0.22057,0.41174,1.80009,0.22057,0.39705,1.88442,0.22057,0.41565,1.79501,0.22057,0.39593,1.68356,0.22057,0.37134
695,Rak-Sakyi,CHE,MID,4.5,1.80009,0.13735,0.24725,1.80602,0.13735,0.24806,1.87531,0.13735,0.25758,1.88908,0.13735,0.25947,1.90699,0.13735,0.26193,1.70003,0.13735,0.2335,1.91488,0.13735,0.26301,1.79538,0.13735,0.2466
696,George,CHE,MID,4.5,1.80009,0.01419,0.02555,1.80602,0.01419,0.02563,1.87531,0.01419,0.02662,1.88908,0.01419,0.02681,1.90699,0.01419,0.02707,1.70003,0.01419,0.02413,1.91488,0.01419,0.02718,1.79538,0.01419,0.02548
697,Acheampong,CHE,DEF,4,2.04299,0.05774,0.11797,2.02529,0.05774,0.11695,2.27431,0.05774,0.13133,2.1344,0.05774,0.12325,2.11525,0.05774,0.12214,2.54966,0.05774,0.14722,2.10084,0.05774,0.12131,2.25263,0.05774,0.13007
698,Mubama,MCI,FWD,4.5,1.66904,0.00596,0.00994,1.77897,0.00596,0.0106,1.60641,0.00596,0.00957,1.52199,0.00596,0.00907,1.6308,0.00596,0.00972,1.35469,0.00596,0.00807,1.20125,0.00596,0.00716,1.49997,0.00596,0.00894
699,Dorrington,TOT,DEF,4,2.15646,0.1677,0.36163,2.10292,0.1677,0.35265,2.16717,0.1677,0.36342,2.46623,0.1677,0.41357,2.06972,0.1677,0.34708,2.14919,0.1677,0.36041,2.48589,0.1677,0.41687,1.99685,0.1677,0.33486
700,King,TOT,DEF,4,2.17565,0.17771,0.38663,2.12125,0.17771,0.37696,2.18477,0.17771,0.38825,2.48315,0.17771,0.44127,2.08693,0.17771,0.37086,2.16632,0.17771,0.38497,2.50316,0.17771,0.44483,2.01377,0.17771,0.35786
701,Orford,WHU,MID,4.5,2.09632,0.00092,0.00193,1.73327,0.00092,0.00159,1.70003,0.00092,0.00156,1.80009,0.00092,0.00165,1.8667,0.00092,0.00171,1.7459,0.00092,0.0016,1.7257,0.00092,0.00158,1.89929,0.00092,0.00174
